Date	Location	MinTemp	MaxTemp	WindDir9am	RainToday	RainTomorrow
1/29/2021	Karnataka	24	38	SE	No	No
1/30/2021	Karnataka	24	37.4	E	No	No
1/31/2021	Karnataka	24	34.1	ENE	No	No
02-01-2021	Karnataka	23.8	32.1	E	No	No
02-02-2021	Karnataka	23.1	33.3	ESE	No	No
02-03-2021	Karnataka	22.7	29.9	E	No	Yes
02-04-2021	Karnataka	19.2	29.6	NE	Yes	Yes
02-05-2021	Karnataka	19.7	26.8	ENE	Yes	No
02-06-2021	Karnataka	19.8	25.3	SSW	No	Yes
02-07-2021	Karnataka	19.7	30.8	E	Yes	No
02-08-2021	Karnataka	22.7	30.4	ENE	No	Yes
02-09-2021	Karnataka	20.8	32.1	NE	Yes	No
02-10-2021	Karnataka	20.8	33.9	ENE	No	No
02-11-2021	Karnataka	23.4	35.7	N	No	No
02-12-2021	Karnataka	23.7	33.8	NNW	No	Yes
2/13/2021	Karnataka	20.1	23.6	WNW	Yes	Yes
2/14/2021	Karnataka	21.1	26.5	NNW	Yes	No
2/15/2021	Karnataka	18	29.3	SW	No	No
2/16/2021	Karnataka	18	30.3	SSE	No	No
2/17/2021	Karnataka	19.9	31.7	E	No	No
2/18/2021	Karnataka	19.3	30.7	E	No	No
2/19/2021	Karnataka	17.5	30.7	ENE	No	No
2/20/2021	Karnataka	20.6	32.5	NE	No	No
2/21/2021	Karnataka	20.9	34	NNW	No	No
2/22/2021	Karnataka	22	35.3	W	No	No
2/23/2021	Karnataka	22.4	30.9	S	No	No
2/24/2021	Karnataka	14.3	31.4	ESE	No	No
2/25/2021	Karnataka	19.3	33.8	E	No	No
2/26/2021	Karnataka	20.6	32.3	ENE	No	No
2/27/2021	Karnataka	18.7	32.5	NE	No	No
2/28/2021	Karnataka	21.6	31.6	ENE	No	No
03-01-2021	Karnataka	19.4	27.4	SSE	No	No
03-02-2021	Karnataka	17.9	26.8	ESE	No	No
03-03-2021	Karnataka	15.8	30.4	ESE	No	Yes
03-04-2021	Karnataka	18.4	22.5	ENE	Yes	Yes
03-05-2021	Karnataka	18	27.9	NE	Yes	Yes
03-06-2021	Karnataka	20.7	30.5	NNE	Yes	No
03-07-2021	Karnataka	19.1	29.4	NE	No	No
03-08-2021	Karnataka	15.1	26.7	NW	No	No
03-09-2021	Karnataka	14	26.6	SW	No	No
03-10-2021	Karnataka	12.8	23.2	S	No	No
03-11-2021	Karnataka	11	27.7	SE	No	No
03-12-2021	Karnataka	16.1	28	E	No	No
3/13/2021	Karnataka	16.3	28	ENE	No	No
3/14/2021	Karnataka	15.8	28.5	ENE	No	No
3/15/2021	Karnataka	17.3	29.6	ENE	No	No
3/16/2021	Karnataka	16.5	30.9	E	No	No
3/17/2021	Karnataka	17.7	30.9	ENE	No	No
3/18/2021	Karnataka	16.8	33.2	E	No	No
3/19/2021	Karnataka	18.8	32.6	N	No	No
3/20/2021	Karnataka	18.8	34	W	No	No
3/21/2021	Karnataka	18.9	34.2	NNW	No	No
3/22/2021	Karnataka	18.5	30.3	SE	No	No
3/23/2021	Karnataka	12.8	30.3	S	No	No
3/24/2021	Karnataka	13.1	32	SE	No	No
3/25/2021	Karnataka	16.4	34.2	E	No	No
3/26/2021	Karnataka	16.3	34.8	N	No	No
3/27/2021	Karnataka	17.7	34.4	NE	No	No
3/28/2021	Karnataka	20.2	33.9	NNW	No	No
3/29/2021	Karnataka	23.3	32.4	NW	No	Yes
3/30/2021	Karnataka	18.8	25.8	ENE	Yes	Yes
3/31/2021	Karnataka	16.7	27.7	SE	Yes	No
04-01-2021	Karnataka	16.1	28.6	NE	No	No
04-02-2021	Karnataka	12.2	29	WNW	No	No
04-03-2021	Karnataka	14.1	29.6	ENE	No	No
04-04-2021	Karnataka	16.7	28.6	ENE	No	No
04-05-2021	Karnataka	15	28.5	ENE	No	Yes
04-06-2021	Karnataka	17.1	20.9	NE	Yes	Yes
04-07-2021	Karnataka	17.7	28.1	N	Yes	Yes
04-08-2021	Karnataka	17.5	25.5	SSW	Yes	No
04-09-2021	Karnataka	14.6	23.5	ENE	No	No
04-10-2021	Karnataka	17.1	26.2	NW	No	No
04-11-2021	Karnataka	15.3	24.1	SW	No	No
04-12-2021	Karnataka	10.3	19.4	S	No	No
4/13/2021	Karnataka	6.9	21.1	SSE	No	No
4/14/2021	Karnataka	7.9	22.9	SSW	No	No
4/15/2021	Karnataka	9.2	24.6	SE	No	No
4/16/2021	Karnataka	11.8	27.6	ENE	No	No
4/17/2021	Karnataka	14.7	27.4	ENE	No	No
4/18/2021	Karnataka	15.6	27.8	NE	No	No
4/19/2021	Karnataka	16.3	28.7	NE	No	No
4/20/2021	Karnataka	14.8	27.9	ENE	No	No
4/21/2021	Karnataka	15.3	28.6	NE	No	No
4/22/2021	Karnataka	16.2	30.2	NE	No	No
4/23/2021	Karnataka	17.1	29.9	NNE	No	No
4/24/2021	Karnataka	18	30.3	NNW	No	Yes
4/25/2021	Karnataka	14.1	20.1	SW	Yes	No
4/26/2021	Karnataka	7.6	20.8	ESE	No	No
4/27/2021	Karnataka	9.6	20.5	ENE	No	No
4/28/2021	Karnataka	9.9	23.2	WSW	No	No
4/29/2021	Karnataka	8.8	22	SE	No	No
4/30/2021	Karnataka	9	21.1	SE	No	No
05-01-2021	Karnataka	8.4	24.5	E	No	No
05-02-2021	Karnataka	10.9	25.6	ENE	No	No
05-03-2021	Karnataka	11.6	27.9	ENE	No	No
05-04-2021	Karnataka	14.8	28.7	N	No	Yes
05-05-2021	Karnataka	9.8	17.8	SSW	Yes	No
05-06-2021	Karnataka	6.3	18.9	WSW	No	No
05-07-2021	Karnataka	8.1	20.1	S	No	No
05-08-2021	Karnataka	6.6	22.4	S	No	No
05-09-2021	Karnataka	8.8	23.9	SE	No	No
05-10-2021	Karnataka	8.6	25.5	NE	No	No
05-11-2021	Karnataka	12.1	20.9	WSW	No	No
05-12-2021	Karnataka	3.5	15.7	S	No	No
5/13/2021	Karnataka	3	17.7	S	No	No
5/14/2021	Karnataka	4.1	19.8	S	No	No
5/15/2021	Karnataka	6.2	20.9	ESE	No	No
5/16/2021	Karnataka	8	19.7	E	No	No
5/17/2021	Karnataka	12.5	21.6	SE	No	No
5/18/2021	Karnataka	6.5	21	S	No	No
5/19/2021	Karnataka	7.2	21	ESE	No	No
5/20/2021	Karnataka	10	19.7	E	No	No
5/21/2021	Karnataka	7.9	20.1	SE	No	No
5/22/2021	Karnataka	6.3	18.9	SSE	No	No
5/23/2021	Karnataka	6.7	20.6	ENE	No	No
5/24/2021	Karnataka	12.4	16.7	NE	No	Yes
5/25/2021	Karnataka	12.2	20.4	N	Yes	Yes
5/26/2021	Karnataka	10.7	18	WSW	Yes	No
5/27/2021	Karnataka	10.3	20.7	S	No	No
5/28/2021	Karnataka	12.1	18.6	NE	No	Yes
5/29/2021	Karnataka	11.7	15.3	NW	Yes	Yes
5/30/2021	Karnataka	9.4	13.3	WSW	Yes	Yes
5/31/2021	Karnataka	11	15.1	S	Yes	No
06-01-2021	Karnataka	8.3	18.7	ESE	No	Yes
06-02-2021	Karnataka	11.7	16.1	SE	Yes	No
06-03-2021	Karnataka	8.9	19.1	S	No	No
06-04-2021	Karnataka	7.3	19.2	S	No	No
06-05-2021	Karnataka	6.9	16.5	S	No	No
06-06-2021	Karnataka	7.2	13.8	SSW	No	No
06-07-2021	Karnataka	2.9	13.6	S	No	No
06-08-2021	Karnataka	2	15.8	SSE	No	No
06-09-2021	Karnataka	2	13.7	NW	No	No
06-10-2021	Karnataka	5.2	13.1	SW	No	No
06-11-2021	Karnataka	1.4	13	NA	No	No
06-12-2021	Karnataka	6.5	14.4	SSW	No	No
6/13/2021	Karnataka	2.3	14.7	S	No	No
6/14/2021	Karnataka	3.6	19.1	E	No	No
6/15/2021	Karnataka	6.5	20.4	NE	No	No
6/16/2021	Karnataka	8.3	19.4	NE	No	Yes
6/17/2021	Karnataka	11.2	19.3	NW	Yes	Yes
6/18/2021	Karnataka	5.6	15.4	SW	Yes	No
6/19/2021	Karnataka	4	17.4	WSW	No	No
6/20/2021	Karnataka	9.5	17	SW	No	No
6/21/2021	Karnataka	10	18	S	No	No
6/22/2021	Karnataka	6.1	18.3	ESE	No	No
6/23/2021	Karnataka	9.5	18.7	ENE	No	No
6/24/2021	Karnataka	9.2	20.6	NE	No	No
6/25/2021	Karnataka	10	22	NNE	No	Yes
6/26/2021	Karnataka	9.9	13.6	SSW	Yes	No
6/27/2021	Karnataka	1.2	12.1	SW	No	No
6/28/2021	Karnataka	1	11.6	SW	No	No
6/29/2021	Karnataka	0	12.7	NE	No	No
6/30/2021	Karnataka	1.6	16.2	NNW	No	No
07-01-2021	Karnataka	3.9	16.9	NNW	No	No
07-02-2021	Karnataka	7.4	9.4	NW	No	Yes
07-03-2021	Karnataka	2	11.9	SSE	Yes	No
07-04-2021	Karnataka	1	13.8	ESE	No	No
07-05-2021	Karnataka	2.8	15.3	ENE	No	No
07-06-2021	Karnataka	4.4	11.3	SW	No	No
07-07-2021	Karnataka	2.9	13.4	S	No	No
07-08-2021	Karnataka	3.9	17	ESE	No	No
07-09-2021	Karnataka	5.5	17.8	ESE	No	No
07-10-2021	Karnataka	8.5	20	NNE	No	No
07-11-2021	Karnataka	12	18.4	WSW	No	No
07-12-2021	Karnataka	7.4	19.8	ESE	No	No
7/13/2021	Karnataka	11.7	17.4	NNE	No	Yes
7/14/2021	Karnataka	7.4	14.9	W	Yes	No
7/15/2021	Karnataka	7.9	14.6	SW	No	No
7/16/2021	Karnataka	2.9	13.8	SSE	No	No
7/17/2021	Karnataka	2.2	16.4	ESE	No	No
7/18/2021	Karnataka	4.2	17.5	NNE	No	No
7/19/2021	Karnataka	6.3	15.7	N	No	No
7/20/2021	Karnataka	2.1	12.8	SW	No	No
7/21/2021	Karnataka	2.4	13.2	S	No	No
7/22/2021	Karnataka	1.3	14.5	S	No	No
7/23/2021	Karnataka	0.9	15.9	ESE	No	No
7/24/2021	Karnataka	5.2	16.7	ESE	No	No
7/25/2021	Karnataka	4.7	16.4	SE	No	No
7/26/2021	Karnataka	1.1	17.5	SSE	No	No
7/27/2021	Karnataka	5.3	17.2	E	No	Yes
7/28/2021	Karnataka	9.5	16.6	ENE	Yes	No
7/29/2021	Karnataka	11.1	21.3	NE	No	No
7/30/2021	Karnataka	12.2	14.8	NW	No	Yes
7/31/2021	Karnataka	11.5	16.7	SW	Yes	No
08-01-2021	Karnataka	5.4	17	NW	No	No
08-02-2021	Karnataka	3.8	12	SW	No	No
08-03-2021	Karnataka	4.7	11.2	SSW	No	No
08-04-2021	Karnataka	1.1	14.1	WSW	No	No
08-05-2021	Karnataka	3.3	13.9	WNW	No	No
08-06-2021	Karnataka	1.4	13.1	SSW	No	No
08-07-2021	Karnataka	1.5	13.8	ESE	No	No
08-08-2021	Karnataka	3.1	15.6	NE	No	No
08-09-2021	Karnataka	4.5	19.8	E	No	Yes
08-10-2021	Karnataka	10.8	16.8	NW	Yes	Yes
08-11-2021	Karnataka	6.1	10.7	NNW	Yes	Yes
08-12-2021	Karnataka	7.6	11.3	WSW	Yes	No
8/13/2021	Karnataka	5.7	14.8	SW	No	No
8/14/2021	Karnataka	4.8	19.2	N	No	No
8/15/2021	Karnataka	9	15.7	W	No	No
8/16/2021	Karnataka	5.3	15.8	WSW	No	No
8/17/2021	Karnataka	3.4	15.2	ESE	No	No
8/18/2021	Karnataka	6.9	17.6	NE	No	Yes
8/19/2021	Karnataka	10.7	19.6	WNW	Yes	No
8/20/2021	Karnataka	4.6	14.6	SSW	No	No
8/21/2021	Karnataka	2.5	15.9	W	No	No
8/22/2021	Karnataka	3.3	13.5	NE	No	Yes
8/23/2021	Karnataka	7.3	11.4	E	Yes	No
8/24/2021	Karnataka	5.5	15.1	W	No	No
8/25/2021	Karnataka	5.4	14.7	WSW	No	No
8/26/2021	Karnataka	6.3	14.5	WNW	No	Yes
8/27/2021	Karnataka	4.6	14	W	Yes	No
8/28/2021	Karnataka	5.4	14.9	SW	No	No
8/29/2021	Karnataka	4.1	15.6	ESE	No	No
8/30/2021	Karnataka	4.2	17.2	SE	No	No
8/31/2021	Karnataka	5.1	21.2	NE	No	No
09-01-2021	Karnataka	10.9	26.7	N	No	Yes
09-02-2021	Karnataka	14.2	28.3	NW	Yes	Yes
09-03-2021	Karnataka	13.3	20.8	ENE	Yes	Yes
09-04-2021	Karnataka	14.8	18	NNW	Yes	Yes
09-05-2021	Karnataka	7.1	16.3	W	Yes	No
09-06-2021	Karnataka	5.2	17.8	W	No	No
09-07-2021	Karnataka	5	16.2	SSE	No	No
09-08-2021	Karnataka	6.7	19.7	ENE	No	No
09-09-2021	Karnataka	11.5	19.6	NE	No	Yes
09-10-2021	Karnataka	12.9	17.7	WSW	Yes	No
09-11-2021	Karnataka	7.1	19.4	SSW	No	No
09-12-2021	Karnataka	8.9	19.9	ENE	No	No
9/13/2021	Karnataka	11.6	21.3	WSW	No	No
9/14/2021	Karnataka	12	22.1	N	No	Yes
9/15/2021	Karnataka	9	14.7	SW	Yes	No
9/16/2021	Karnataka	6.1	15.3	WSW	No	No
9/17/2021	Karnataka	5.5	14.9	S	No	No
9/18/2021	Karnataka	2.1	16.7	S	No	No
9/19/2021	Karnataka	6.4	17	SE	No	No
9/20/2021	Karnataka	5.1	18.6	SSE	No	No
9/21/2021	Karnataka	6.1	21.5	S	No	No
9/22/2021	Karnataka	8.6	24.2	ESE	No	No
9/23/2021	Karnataka	8.7	21.3	S	No	No
9/24/2021	Karnataka	5.7	23.2	SE	No	No
9/25/2021	Karnataka	8.7	23.8	NNW	No	No
9/26/2021	Karnataka	10.7	27.2	E	No	No
9/27/2021	Karnataka	10.4	26.3	NNW	No	No
9/28/2021	Karnataka	9	22.5	S	No	No
9/29/2021	Karnataka	6.1	17	S	No	No
9/30/2021	Karnataka	2.7	18.8	ESE	No	No
10-01-2021	Karnataka	5.2	17.8	ESE	No	No
10-02-2021	Karnataka	10.7	15.2	NNE	No	Yes
10-03-2021	Karnataka	10.8	21.5	E	Yes	No
10-04-2021	Karnataka	10.3	25.2	E	No	No
10-05-2021	Karnataka	12.9	28.4	E	No	No
10-06-2021	Karnataka	14.1	29	ENE	No	No
10-07-2021	Karnataka	11.1	19.5	SSW	No	No
10-08-2021	Karnataka	7.5	22.4	SSE	No	No
10-09-2021	Karnataka	7.9	25.8	SSE	No	No
10-10-2021	Karnataka	13.6	26.4	ENE	No	No
10-11-2021	Karnataka	13.1	24.6	ENE	No	No
10-12-2021	Karnataka	16.3	26.1	NNE	No	No
10/13/2021	Karnataka	18.1	20.7	NNE	No	Yes
10/14/2021	Karnataka	14.5	26.8	E	Yes	Yes
10/15/2021	Karnataka	18.3	19	N	Yes	Yes
10/16/2021	Karnataka	5.9	14.2	SW	Yes	No
10/17/2021	Karnataka	4.8	18.6	SW	No	No
10/18/2021	Karnataka	6.5	21.2	SSE	No	No
10/19/2021	Karnataka	8.1	22.3	SSE	No	No
10/20/2021	Karnataka	9.8	25.9	ESE	No	No
10/21/2021	Karnataka	13.5	28.2	NE	No	Yes
10/22/2021	Karnataka	15.1	28.7	NNE	Yes	No
10/23/2021	Karnataka	15.5	28.9	NNW	No	Yes
10/24/2021	Karnataka	14.1	23.9	SSE	Yes	No
10/25/2021	Karnataka	10.9	24.6	ESE	No	No
10/26/2021	Karnataka	13	26.8	S	No	No
10/27/2021	Karnataka	12	27.4	SSE	No	No
10/28/2021	Karnataka	11.6	27.6	SE	No	No
10/29/2021	Karnataka	15	32.2	ENE	No	Yes
10/30/2021	Karnataka	18.2	25.3	SSE	Yes	Yes
10/31/2021	Karnataka	10.5	21.6	NW	Yes	No
11-01-2021	Karnataka	9.2	17.7	SSW	No	No
11-02-2021	Karnataka	6.3	22	SSW	No	No
11-03-2021	Karnataka	9.2	23	S	No	No
11-04-2021	Karnataka	9.4	23.2	SE	No	No
11-05-2021	Karnataka	8.1	25.8	E	No	No
11-06-2021	Karnataka	11.8	27.1	ENE	No	No
11-07-2021	Karnataka	14.1	31.9	NE	No	No
11-08-2021	Karnataka	17.7	33	NNE	No	Yes
11-09-2021	Karnataka	16.3	30.2	ENE	Yes	No
11-10-2021	Karnataka	17.1	32.3	NNW	No	No
11-11-2021	Karnataka	17.5	33.7	N	No	No
11-12-2021	Karnataka	19.6	35.5	NNE	No	Yes
11/13/2021	Karnataka	21.8	33.5	NNE	Yes	Yes
11/14/2021	Karnataka	19.9	24.7	W	Yes	No
11/15/2021	Karnataka	19.3	25.5	SW	No	No
11/16/2021	Karnataka	13.7	26.6	E	No	Yes
11/17/2021	Karnataka	13.2	26.9	SE	Yes	No
11/18/2021	Karnataka	13.1	28.7	SSE	No	No
11/19/2021	Karnataka	14.3	28.3	SE	No	No
11/20/2021	Karnataka	14.7	29.6	ENE	No	No
11/21/2021	Karnataka	17.3	29.9	NNE	No	Yes
11/22/2021	Karnataka	15.6	27.9	NE	Yes	No
11/23/2021	Karnataka	18.1	27.2	NE	No	No
11/24/2021	Karnataka	17.3	30.4	NNE	No	No
11/25/2021	Karnataka	17.4	29.8	NNE	No	No
11/26/2021	Karnataka	20	29.1	NE	No	No
11/27/2021	Karnataka	18.4	27.2	NE	No	Yes
11/28/2021	Karnataka	14.2	20.1	SW	Yes	Yes
11/29/2021	Karnataka	12.8	22.2	SSW	Yes	No
11/30/2021	Karnataka	11.2	24.9	SSE	No	No
12-01-2021	Karnataka	14.6	25.8	ENE	No	Yes
12-02-2021	Karnataka	14.2	30.4	NNE	Yes	No
12-03-2021	Karnataka	18.7	26.8	NNE	No	No
12-04-2021	Karnataka	18.1	21.9	E	No	Yes
12-05-2021	Karnataka	16.9	29.2	ENE	Yes	No
12-06-2021	Karnataka	19.1	29.5	ENE	No	No
12-07-2021	Karnataka	20.3	29.1	NE	No	Yes
12-08-2021	Karnataka	20.5	29.9	NNE	Yes	Yes
12-09-2021	Karnataka	20	32	NNW	Yes	No
12-10-2021	Karnataka	19.4	27.1	SSW	No	No
12-11-2021	Karnataka	13.6	27.4	SSE	No	No
12-12-2021	Karnataka	14.1	27.6	SSW	No	No
12/13/2021	Karnataka	14.1	28.2	ESE	No	No
12/14/2021	Karnataka	15.3	31	E	No	No
12/15/2021	Karnataka	17.8	35	NNE	No	No
12/16/2021	Karnataka	19.8	29.4	SSW	No	No
12/17/2021	Karnataka	16.7	23.7	W	No	No
12/18/2021	Karnataka	16.4	24.5	NW	No	No
12/19/2021	Karnataka	16.3	27.4	NW	No	No
12/20/2021	Karnataka	9.5	22.9	SW	No	No
12/21/2021	Karnataka	11	26.3	SSE	No	No
12/22/2021	Karnataka	13.3	30.5	E	No	No
12/23/2021	Karnataka	16.6	33.8	S	No	No
12/24/2021	Karnataka	18.6	33.8	ENE	No	No
12/25/2021	Karnataka	21.6	34.9	NNE	No	Yes
12/26/2021	Karnataka	17.9	32.2	SE	Yes	Yes
12/27/2021	Karnataka	15.5	26.1	S	Yes	No
12/28/2021	Karnataka	12	29.5	ESE	No	No
12/29/2021	Karnataka	18.3	34.5	N	No	No
12/30/2021	Karnataka	20.4	36.2	NNW	No	No
12/31/2021	Karnataka	22.4	39.8	N	No	No
01-01-2020	Kerala	16.1	31.4	N	No	No
01-02-2020	Kerala	22.8	24.7	SSW	No	Yes
01-03-2020	Kerala	20	24.1	SE	Yes	No
01-04-2020	Kerala	14.8	25	SSE	No	No
01-05-2020	Kerala	15.5	27.3	NW	No	No
01-06-2020	Kerala	19.8	30.2	NW	No	No
01-07-2020	Kerala	22.7	29.6	NNW	No	No
01-08-2020	Kerala	22.7	29.2	NW	No	Yes
01-09-2020	Kerala	19.5	21.4	SSW	Yes	Yes
01-10-2020	Kerala	16.9	24.2	SW	Yes	No
01-11-2020	Kerala	13.7	25.5	SW	No	No
01-12-2020	Kerala	17.5	27.4	E	No	No
1/13/2020	Kerala	17.7	27	SSW	No	No
1/14/2020	Kerala	16.9	27.4	NNW	No	No
1/15/2020	Kerala	19.1	32.2	NNW	No	No
1/16/2020	Kerala	21	27.5	SSE	No	Yes
1/17/2020	Kerala	19	21.3	SSW	Yes	Yes
1/18/2020	Kerala	14.8	23.1	SW	Yes	No
1/19/2020	Kerala	14.3	25.9	NNW	No	No
1/20/2020	Kerala	20.2	28.5	NNW	No	No
1/21/2020	Kerala	22.2	30.8	NNW	No	No
1/22/2020	Kerala	22.6	28.2	NNW	No	No
1/23/2020	Kerala	22.2	29.4	NNW	No	No
1/24/2020	Kerala	23.6	30.6	N	No	No
1/25/2020	Kerala	22.1	25.6	S	No	Yes
1/26/2020	Kerala	20.1	27.1	SSW	Yes	Yes
1/27/2020	Kerala	20.8	27.7	SW	Yes	Yes
1/28/2020	Kerala	20.1	28.2	SSW	Yes	No
1/29/2020	Kerala	19.8	29.1	ESE	No	No
1/30/2020	Kerala	18.2	29	WSW	No	No
1/31/2020	Kerala	20.7	28.7	NNW	No	No
02-01-2020	Kerala	20	29.6	NNE	No	Yes
02-02-2020	Kerala	21.6	28.3	SW	Yes	No
02-03-2020	Kerala	19.3	28	NW	No	No
02-04-2020	Kerala	21.2	29.2	N	No	No
02-05-2020	Kerala	20.1	29.1	SE	No	No
02-06-2020	Kerala	19.1	29.4	NNW	No	No
02-07-2020	Kerala	19.1	29.9	NNW	No	No
02-08-2020	Kerala	17.4	29.2	WSW	No	No
02-09-2020	Kerala	16.4	28.1	SW	No	No
02-10-2020	Kerala	21	30	N	No	No
02-11-2020	Kerala	21.6	27.6	SW	No	Yes
02-12-2020	Kerala	19.4	42.3	SSW	Yes	Yes
2/13/2020	Kerala	18.8	23.7	WSW	Yes	Yes
2/14/2020	Kerala	18.6	22.5	NNW	Yes	Yes
2/15/2020	Kerala	18.3	24.8	SW	Yes	Yes
2/16/2020	Kerala	19	23.4	S	Yes	Yes
2/17/2020	Kerala	19.9	27.1	SW	Yes	Yes
2/18/2020	Kerala	20.4	23.8	SW	Yes	Yes
2/19/2020	Kerala	18.9	26.1	SSW	Yes	Yes
2/20/2020	Kerala	19.5	27.6	SE	Yes	No
2/21/2020	Kerala	19	27.8	S	No	Yes
2/22/2020	Kerala	18.6	26.8	SW	Yes	No
2/23/2020	Kerala	18.9	27.8	NA	No	No
2/24/2020	Kerala	19.4	29.1	NW	No	No
2/25/2020	Kerala	21.3	28.7	NNW	No	Yes
2/26/2020	Kerala	18.8	26.1	SW	Yes	Yes
2/27/2020	Kerala	18.4	26.1	SW	Yes	No
2/28/2020	Kerala	15.1	27.3	NW	No	No
03-01-2020	Kerala	18.9	27.9	S	No	No
03-02-2020	Kerala	21.4	26.5	SW	No	Yes
03-03-2020	Kerala	20.7	27.3	W	Yes	No
03-04-2020	Kerala	21.1	30.4	NNW	No	Yes
03-05-2020	Kerala	16.8	24.1	SW	Yes	No
03-06-2020	Kerala	13.8	26	SSW	No	No
03-07-2020	Kerala	17.8	27.9	SSE	No	No
03-08-2020	Kerala	19.6	27.5	SW	No	No
03-09-2020	Kerala	19.1	25.7	SW	No	Yes
03-10-2020	Kerala	19.8	27.1	SW	Yes	Yes
03-11-2020	Kerala	18.7	25.6	SW	Yes	Yes
03-12-2020	Kerala	16.5	25.5	WSW	Yes	No
3/13/2020	Kerala	18.5	26.9	SW	No	No
3/14/2020	Kerala	18.2	28.2	NNW	No	Yes
3/15/2020	Kerala	20.1	29.4	NNW	Yes	No
3/16/2020	Kerala	19.5	24.9	WSW	No	Yes
3/17/2020	Kerala	16.4	25.2	WSW	Yes	No
3/18/2020	Kerala	19.7	25.9	SW	No	No
3/19/2020	Kerala	17.7	26.7	WNW	No	No
3/20/2020	Kerala	16.3	26.8	SW	No	No
3/21/2020	Kerala	17.9	26.4	SW	No	No
3/22/2020	Kerala	17	25.9	SW	No	Yes
3/23/2020	Kerala	16.1	25.8	WSW	Yes	No
3/24/2020	Kerala	15.5	26.6	W	No	No
3/25/2020	Kerala	14.7	26.8	WNW	No	No
3/26/2020	Kerala	15.2	26.7	WNW	No	No
3/27/2020	Kerala	16.6	26.8	SW	No	Yes
3/28/2020	Kerala	17.7	25.3	SW	Yes	No
3/29/2020	Kerala	17.5	25.1	SW	No	Yes
3/30/2020	Kerala	18.9	22.9	SW	Yes	Yes
3/31/2020	Kerala	19	23.3	SSE	Yes	NA
04-01-2020	Kerala	18.3	24	ESE	NA	Yes
04-02-2020	Kerala	20.9	25.6	E	Yes	Yes
04-03-2020	Kerala	19.9	25.3	SW	Yes	Yes
04-04-2020	Kerala	19.7	25	NW	Yes	Yes
04-05-2020	Kerala	19.4	23.3	SW	Yes	Yes
04-06-2020	Kerala	17.5	25	SW	Yes	Yes
04-07-2020	Kerala	17.9	23.6	SW	Yes	Yes
04-08-2020	Kerala	17	23.4	SW	Yes	Yes
04-09-2020	Kerala	16.1	22.3	SW	Yes	Yes
04-10-2020	Kerala	14.8	25.1	NNE	Yes	No
04-11-2020	Kerala	16.1	24.8	W	No	Yes
04-12-2020	Kerala	18.4	24.2	N	Yes	Yes
4/13/2020	Kerala	18.7	21.3	W	Yes	Yes
4/14/2020	Kerala	19	24.2	NA	Yes	Yes
4/15/2020	Kerala	16.9	26.5	SSW	Yes	No
4/16/2020	Kerala	13.3	25.6	WSW	No	No
4/17/2020	Kerala	13.5	24.5	S	No	No
4/18/2020	Kerala	13.8	24	SW	No	Yes
4/19/2020	Kerala	15.9	23.9	SSW	Yes	Yes
4/20/2020	Kerala	16.5	21.4	SSW	Yes	Yes
4/21/2020	Kerala	15.1	21.8	SW	Yes	Yes
4/22/2020	Kerala	16.3	21.7	SW	Yes	Yes
4/23/2020	Kerala	16.4	22.6	SW	Yes	No
4/24/2020	Kerala	11.5	24.8	NW	No	No
4/25/2020	Kerala	18.5	28.6	NW	No	No
4/26/2020	Kerala	13	27.8	N	No	No
4/27/2020	Kerala	10.8	19.9	SW	No	No
4/28/2020	Kerala	8.8	24.2	NNW	No	No
4/29/2020	Kerala	10.5	19.6	SSW	No	No
4/30/2020	Kerala	10	21.2	SSW	No	No
05-01-2020	Kerala	13.2	22	SW	No	No
05-02-2020	Kerala	12.2	23.7	NW	No	No
05-03-2020	Kerala	13.2	22.3	WSW	No	Yes
05-04-2020	Kerala	14.8	21.9	SW	Yes	Yes
05-05-2020	Kerala	12.9	22.5	WSW	Yes	Yes
05-06-2020	Kerala	15.1	20.3	SW	Yes	Yes
05-07-2020	Kerala	11.6	22.3	WSW	Yes	No
05-08-2020	Kerala	11.1	22.2	SW	No	No
05-09-2020	Kerala	11.5	21.9	WSW	No	No
05-10-2020	Kerala	11.2	22.5	SW	No	Yes
05-11-2020	Kerala	13.9	20.8	SW	Yes	No
05-12-2020	Kerala	8.9	19.9	SW	No	No
5/13/2020	Kerala	8.2	21.3	NA	No	No
5/14/2020	Kerala	7.1	22.3	WNW	No	No
5/15/2020	Kerala	5.9	23.2	WNW	No	No
5/16/2020	Kerala	7.5	22.6	W	No	No
5/17/2020	Kerala	9.5	20.8	SW	No	No
5/18/2020	Kerala	11.7	19.8	SW	No	Yes
5/19/2020	Kerala	15.4	19.9	SW	Yes	Yes
5/20/2020	Kerala	16.4	20.5	E	Yes	Yes
5/21/2020	Kerala	15.4	19.5	ESE	Yes	Yes
5/22/2020	Kerala	15.7	20.2	ESE	Yes	Yes
5/23/2020	Kerala	17.1	20.5	ESE	Yes	Yes
5/24/2020	Kerala	17.5	21.5	ESE	Yes	Yes
5/25/2020	Kerala	13.8	19.5	SW	Yes	No
5/26/2020	Kerala	12.5	20.1	SSW	No	No
5/27/2020	Kerala	10.7	21.1	SSW	No	No
5/28/2020	Kerala	11.9	20.9	S	No	Yes
5/29/2020	Kerala	13.8	19.8	WSW	Yes	No
5/30/2020	Kerala	12.7	20	WSW	No	Yes
5/31/2020	Kerala	13.2	18.6	SW	Yes	No
